,Reactions,Rules,delta G,delta H,delta S,H_reactant_sum,H_product_sum,S_reactant_sum,S_product_sum,R_1,R_2,R_3,P_1,P_2,P_3,R1_Num_of_C,R1_Num_of_db,R1_Num_of_aro,R1_Num_of_cyc,R1_Atypical_aro,P1_Num_of_aro,P1_Num_of_cyc,P1_Atypical_aro,deH_in_cyc,deH_+aromatic,Groups
83,C(=CCCCCC)CCC.[HH]>>C(=CCCC)C.C(CC)C,Hydrogenolysis,-64.20088806096732,-44.787256771698594,65.11363840103547,-1033039.5033704739,-1033084.2906272456,603.227107019112,668.3407454201475,C(=CCCCCC)CCC,[HH],,C(=CCCC)C,C(CC)C,,10,1,0,0,0,0,0,0,0,0,D
84,C(=CCCCCC)CCC.[HH]>>C(=CCC)CCC.C(C)C,Hydrogenolysis,-57.23429388205885,-40.39810337522067,56.46885965734759,-1033039.5033704739,-1033079.9014738491,603.227107019112,659.6959666764596,C(=CCCCCC)CCC,[HH],,C(=CCC)CCC,C(C)C,,10,1,0,0,0,0,0,0,0,0,D
85,C(=CCCCCC)CCC.[HH]>>C(CC=CCCC)C.CC,Hydrogenolysis,-49.87449727203945,-36.13886619999539,46.069532356344325,-1033039.5033704739,-1033075.6422366739,603.227107019112,649.2966393754564,C(=CCCCCC)CCC,[HH],,C(CC=CCCC)C,CC,,10,1,0,0,0,0,0,0,0,0,D
86,C(=CCCCCC)CCC.[HH]>>C(=CCCCC)CCC.C,Hydrogenolysis,-56.39903764035249,-48.941321129212156,25.013303743553024,-1033039.5033704739,-1033088.4446916031,603.227107019112,628.2404107626651,C(=CCCCCC)CCC,[HH],,C(=CCCCC)CCC,C,,10,1,0,0,0,0,0,0,0,0,D
87,C(=CCCCCC)CCC.[HH]>>C(=CCCCCC)C.CC,Hydrogenolysis,-53.758773038555354,-40.06148839590605,45.94091780194299,-1033039.5033704739,-1033079.5648588698,603.227107019112,649.168024821055,C(=CCCCCC)CCC,[HH],,C(=CCCCCC)C,CC,,10,1,0,0,0,0,0,0,0,0,D
88,C(=CCCCCC)CCC.[HH]>>C(=CCC)CCCCC.C,Hydrogenolysis,-62.99377685901691,-52.34746148285922,35.707916740424935,-1033039.5033704739,-1033091.8508319567,603.227107019112,638.935023759537,C(=CCCCCC)CCC,[HH],,C(=CCC)CCCCC,C,,10,1,0,0,0,0,0,0,0,0,D
89,C(=CCCCCC)CCC.[HH]>>C(CCCCCCCC)C,Hydrogenation,-88.13624930829432,-123.99835000699386,-120.28207512560635,-1033039.5033704739,-1033163.5017204809,603.227107019112,482.9450318935057,C(=CCCCCC)CCC,[HH],,C(CCCCCCCC)C,,,10,1,0,0,0,0,0,0,0,0,D
90,C(=CCCCCC)CCC>>C1(=CCCCC1C)CCC.[HH],CyclizationA,2.1511436308046186,27.245526740094647,84.16697336672826,-1029983.9944817239,-1029956.7489549838,472.5471070191121,556.7140803858404,C(=CCCCCC)CCC,,,C1(=CCCCC1C)CCC,[HH],,10,1,0,0,0,0,0,0,0,0,C
91,C(=CCCCCC)CCC>>C1(=CCCC)CCCCC1.[HH],CyclizationA,12.642335500847167,39.52132712758612,90.1525796637228,-1029983.9944817239,-1029944.4731545963,472.5471070191121,562.6996866828349,C(=CCCCCC)CCC,,,C1(=CCCC)CCCCC1,[HH],,10,1,0,0,0,0,0,0,0,0,C
92,C(=CCCCCC)CCC>>C1(CCCC)C=CCCC1.[HH],CyclizationA,6.327945497427812,32.65250855043996,88.29301711558662,-1029983.9944817239,-1029951.3419731734,472.5471070191121,560.8401241346987,C(=CCCCCC)CCC,,,C1(CCCC)C=CCCC1,[HH],,10,1,0,0,0,0,0,0,0,0,C
93,C(=CCCCCC)CCC>>C1(C(CC=CC1)CCC)C.[HH],CyclizationA,-2.932525430175197,22.352509237243794,84.80642182599024,-1029983.9944817239,-1029961.6419724866,472.5471070191121,557.3535288451023,C(=CCCCCC)CCC,,,C1(C(CC=CC1)CCC)C,[HH],,10,1,0,0,0,0,0,0,0,0,C
94,C(=CCCCCC)CCC>>C1=CC(C(CC)CC1)CC.[HH],CyclizationA,3.24199632962479,27.172565781977028,80.26352323445326,-1029983.9944817239,-1029956.8219159419,472.5471070191121,552.8106302535654,C(=CCCCCC)CCC,,,C1=CC(C(CC)CC1)CC,[HH],,10,1,0,0,0,0,0,0,0,0,C
95,C(=CCCCC)CCCC>>C(=CCC)C=CCCCC.[HH],Dehydrogenation,56.24865343898629,92.82755900162738,122.6862504197253,-1029978.2072607513,-1029885.3797017497,481.46648510686293,604.1527355265882,C(=CCCCC)CCCC,,,C(=CCC)C=CCCCC,[HH],,10,1,0,0,0,0,0,0,0,0,B
96,C(=CCCCC)CCCC>>C(=CCC=CCCCC)C.[HH],Dehydrogenation,68.86504903655535,105.69207206368446,123.51844047334941,-1029978.2072607513,-1029872.5151886876,481.46648510686293,604.9849255802123,C(=CCCCC)CCCC,,,C(=CCC=CCCCC)C,[HH],,10,1,0,0,0,0,0,0,0,0,A
97,C(=CCCCC)CCCC>>C(=C)CCC=CCCCC.[HH],Dehydrogenation,93.47114834386234,129.3365540476516,120.29316016699397,-1029978.2072607513,-1029848.8707067036,481.46648510686293,601.7596452738569,C(=CCCCC)CCCC,,,C(=C)CCC=CCCCC,[HH],,10,1,0,0,0,0,0,0,0,0,A
98,C(=CCCCC)CCCC.[HH]>>C(=C)CCCC.C(CC)C,Hydrogenolysis,-58.04698020717299,-41.906117708887905,54.136718089166834,-1033033.7161495013,-1033075.6222672102,612.1464851068629,666.2832031960297,C(=CCCCC)CCCC,[HH],,C(=C)CCCC,C(CC)C,,10,1,0,0,0,0,0,0,0,0,D
99,C(=CCCCC)CCCC.[HH]>>C(=CCCCC)C.C(C)C,Hydrogenolysis,-66.31679116751354,-51.06115402886644,51.16765768454502,-1033033.7161495013,-1033084.7773035301,612.1464851068629,663.3141427914079,C(=CCCCC)CCCC,[HH],,C(=CCCCC)C,C(C)C,,10,1,0,0,0,0,0,0,0,0,D
100,C(=CCCCC)CCCC.[HH]>>C(=CCC)CCCC.CC,Hydrogenolysis,-57.76810802007734,-46.380105947726406,38.19554610884097,-1033033.7161495013,-1033080.096255449,612.1464851068629,650.3420312157039,C(=CCCCC)CCCC,[HH],,C(=CCC)CCCC,CC,,10,1,0,0,0,0,0,0,0,0,D
101,C(=CCCCC)CCCC.[HH]>>C(=CCCCC)CCC.C,Hydrogenolysis,-59.52694603607973,-54.728542101802304,16.093925655802195,-1033033.7161495013,-1033088.4446916031,612.1464851068629,628.2404107626651,C(=CCCCC)CCCC,[HH],,C(=CCCCC)CCC,C,,10,1,0,0,0,0,0,0,0,0,D
102,C(=CCCCC)CCCC.[HH]>>C(CCCCCCCC)C,Hydrogenation,-91.26415770402157,-129.785570979584,-129.20145321335718,-1033033.7161495013,-1033163.5017204809,612.1464851068629,482.9450318935057,C(=CCCCC)CCCC,[HH],,C(CCCCCCCC)C,,,10,1,0,0,0,0,0,0,0,0,D
103,C(=CCCCC)CCCC>>C1(=CCCCC1)CCCC.[HH],CyclizationA,2.4986258713889526,25.235488907201216,76.25981229519459,-1029978.2072607513,-1029952.9717718441,481.46648510686293,557.7262974020575,C(=CCCCC)CCCC,,,C1(=CCCCC1)CCCC,[HH],,10,1,0,0,0,0,0,0,0,0,C
104,C(=CCCCC)CCCC>>C1(C(C=CCC1)CCC)C.[HH],CyclizationA,-5.602255376392243,17.09442968282383,76.12505470137876,-1029978.2072607513,-1029961.1128310685,481.46648510686293,557.5915398082417,C(=CCCCC)CCCC,,,C1(C(C=CCC1)CCC)C,[HH],,10,1,0,0,0,0,0,0,0,0,C
105,C(=CCCCC)CCCC>>C1(C(CC)CC=CC1)CC.[HH],CyclizationA,8.09132425313166,28.23082739021629,67.54822450808194,-1029978.2072607513,-1029949.9764333611,481.46648510686293,549.0147096149449,C(=CCCCC)CCCC,,,C1(C(CC)CC=CC1)CC,[HH],,10,1,0,0,0,0,0,0,0,0,C
106,C1(C(CCCC1)CCC)C>>C1(=C(CCCC1)CCC)C.[HH],Dehydrogenation,82.0352239872067,121.12994926574174,131.1243510935269,-1030081.0111061553,-1029959.8811568896,426.8730953347459,557.9974464282728,C1(C(CCCC1)CCC)C,,,C1(=C(CCCC1)CCC)C,[HH],,10,0,0,1,0,0,1,0,1,0,A
107,C1(C(CCCC1)CCC)C>>C1(=CCCCC1CCC)C.[HH],Dehydrogenation,83.2631241924658,121.42522799375001,127.99632333149157,-1030081.0111061553,-1029959.5858781616,426.8730953347459,554.8694186662375,C1(C(CCCC1)CCC)C,,,C1(=CCCCC1CCC)C,[HH],,10,0,0,1,0,0,1,0,1,0,A
108,C1(C(CCCC1)CCC)C>>C1(=C)C(CCCC1)CCC.[HH],Dehydrogenation,93.50062497903092,127.52813065447845,114.12881326663603,-1030081.0111061553,-1029953.4829755009,426.8730953347459,541.001908601382,C1(C(CCCC1)CCC)C,,,C1(=C)C(CCCC1)CCC,[HH],,10,0,0,1,0,0,1,0,0,0,A
109,C1(C(CCCC1)CCC)C>>C1(=CCCCC1C)CCC.[HH],Dehydrogenation,85.55006147858592,124.26215117156971,129.84098505109444,-1030081.0111061553,-1029956.7489549838,426.8730953347459,556.7140803858404,C1(C(CCCC1)CCC)C,,,C1(=CCCCC1C)CCC,[HH],,10,0,0,1,0,0,1,0,1,0,A
110,C1(C(CCCC1)CCC)C>>C1(=CCC)C(CCCC1)C.[HH],Dehydrogenation,88.12676783218701,126.8524499972118,129.88657442570786,-1030081.0111061553,-1029954.1586561581,426.8730953347459,556.7596697604538,C1(C(CCCC1)CCC)C,,,C1(=CCC)C(CCCC1)C,[HH],,10,0,0,1,0,0,1,0,0,0,A
111,C1(C(CCCC1)CCC)C>>C1(C(C=CCC1)CCC)C.[HH],Dehydrogenation,80.92457086711629,119.89827508688904,130.71844447349577,-1030081.0111061553,-1029961.1128310685,426.8730953347459,557.5915398082417,C1(C(CCCC1)CCC)C,,,C1(C(C=CCC1)CCC)C,[HH],,10,0,0,1,0,0,1,0,1,0,A
112,C1(C(CCCC1)CCC)C>>C1(C(CC=CC1)CCC)C.[HH],Dehydrogenation,80.4663924176061,119.36913366871886,130.48043351035642,-1030081.0111061553,-1029961.6419724866,426.8730953347459,557.3535288451023,C1(C(CCCC1)CCC)C,,,C1(C(CC=CC1)CCC)C,[HH],,10,0,0,1,0,0,1,0,1,0,A
113,C1(C(CCCC1)CCC)C>>C1(C(CCC=C1)CCC)C.[HH],Dehydrogenation,80.80068599295714,118.64973970130086,126.94634817489089,-1030081.0111061553,-1029962.361366454,426.8730953347459,553.8194435096368,C1(C(CCCC1)CCC)C,,,C1(C(CCC=C1)CCC)C,[HH],,10,0,0,1,0,0,1,0,1,0,A
114,C1(C(CCCC1)CCC)C>>C(=CC1C(CCCC1)C)C.[HH],Dehydrogenation,76.03615450373894,113.82768886629492,126.75342734380672,-1030081.0111061553,-1029967.183417289,426.8730953347459,553.6265226785526,C1(C(CCCC1)CCC)C,,,C(=CC1C(CCCC1)C)C,[HH],,10,0,0,1,0,0,1,0,0,0,A
115,C1(C(CCCC1)CCC)C>>C(=C)CC1C(CCCC1)C.[HH],Dehydrogenation,89.37313097283331,123.40322926081717,114.13750893169163,-1030081.0111061553,-1029957.6078768945,426.8730953347459,541.0106042664376,C1(C(CCCC1)CCC)C,,,C(=C)CC1C(CCCC1)C,[HH],,10,0,0,1,0,0,1,0,0,0,A
116,C1(C(CCCC1)CCC)C.[HH]>>C1(C(CCCC1)C)C.CC,Hydrogenolysis,-47.774923724946454,-36.485149717424065,37.86608756505916,-1033136.5199949053,-1033173.0051446228,557.5530953347459,595.419182899805,C1(C(CCCC1)CCC)C,[HH],,C1(C(CCCC1)C)C,CC,,10,0,0,1,0,0,1,0,0,0,D
117,C1(C(CCCC1)CCC)C.[HH]>>C1(C(CC)CCCC1)C.C,Hydrogenolysis,-55.05859076496816,-47.151434039347805,26.52073360932536,-1033136.5199949053,-1033183.6714289447,557.5530953347459,584.0738289440712,C1(C(CCCC1)CCC)C,[HH],,C1(C(CC)CCCC1)C,C,,10,0,0,1,0,0,1,0,0,0,D
118,C1(C(CC)CCCC1)CC>>C1(=C(CC)CCCC1)CC.[HH],Dehydrogenation,76.51494017297061,114.84180716052651,128.54894176607718,-1030072.3091850547,-1029957.4673778942,427.53505562334647,556.0839973894236,C1(C(CC)CCCC1)CC,,,C1(=C(CC)CCCC1)CC,[HH],,10,0,0,1,0,0,1,0,1,0,A
119,C1(C(CC)CCCC1)CC>>C1(=CCCCC1CC)CC.[HH],Dehydrogenation,81.99036238898928,119.62605516344775,126.23073209612096,-1030072.3091850547,-1029952.6831298913,427.53505562334647,553.7657877194674,C1(C(CC)CCCC1)CC,,,C1(=CCCCC1CC)CC,[HH],,10,0,0,1,0,0,1,0,1,0,A
120,C1(C(CC)CCCC1)CC>>C1(=CC)C(CC)CCCC1.[HH],Dehydrogenation,80.53564505736585,118.32127009844407,126.73360738245253,-1030072.3091850547,-1029953.9879149563,427.53505562334647,554.268663005799,C1(C(CC)CCCC1)CC,,,C1(=CC)C(CC)CCCC1,[HH],,10,0,0,1,0,0,1,0,0,0,A
121,C1(C(CC)CCCC1)CC>>C(=C)C1C(CC)CCCC1.[HH],Dehydrogenation,78.13249771134102,113.41952996782493,118.35328611934904,-1030072.3091850547,-1029958.8896550869,427.53505562334647,545.8883417426955,C1(C(CC)CCCC1)CC,,,C(=C)C1C(CC)CCCC1,[HH],,10,0,0,1,0,0,1,0,0,0,A
122,C1(C(CC)CCCC1)CC>>C1=CC(C(CC)CC1)CC.[HH],Dehydrogenation,78.13635653684054,115.4872691128403,125.2755746302189,-1030072.3091850547,-1029956.8219159419,427.53505562334647,552.8106302535654,C1(C(CC)CCCC1)CC,,,C1=CC(C(CC)CC1)CC,[HH],,10,0,0,1,0,0,1,0,1,0,A
123,C1(C(CC)CCCC1)CC>>C1(C(CC)CC=CC1)CC.[HH],Dehydrogenation,86.11359285607463,122.3327516936697,121.47965399159841,-1030072.3091850547,-1029949.9764333611,427.53505562334647,549.0147096149449,C1(C(CC)CCCC1)CC,,,C1(C(CC)CC=CC1)CC,[HH],,10,0,0,1,0,0,1,0,1,0,A
124,C1(C(CC)CCCC1)CC.[HH]>>C1(C(CC)CCCC1)C.C,Hydrogenolysis,-63.56314840553371,-55.8533551399596,25.858773320724822,-1033127.8180738047,-1033183.6714289447,558.2150556233464,584.0738289440712,C1(C(CC)CCCC1)CC,[HH],,C1(C(CC)CCCC1)C,C,,10,0,0,1,0,0,1,0,0,0,D
125,C1(CCCC)CCCCC1>>C1(=CCCC)CCCCC1.[HH],Dehydrogenation,88.15900319419706,127.68966185976751,132.58647883806964,-1030072.162816456,-1029944.4731545963,430.11320784476527,562.6996866828349,C1(CCCC)CCCCC1,,,C1(=CCCC)CCCCC1,[HH],,10,0,0,1,0,0,1,0,0,0,A
126,C1(CCCC)CCCCC1>>C1(=CCCCC1)CCCC.[HH],Dehydrogenation,81.14320196046607,119.19104461197276,127.61308955729226,-1030072.162816456,-1029952.9717718441,430.11320784476527,557.7262974020575,C1(CCCC)CCCCC1,,,C1(=CCCCC1)CCCC,[HH],,10,0,0,1,0,0,1,0,1,0,A
127,C1(CCCC)CCCCC1>>C1(CCCCC1)C=CCC.[HH],Dehydrogenation,86.40860673481379,122.65507229161449,121.57124117659134,-1030072.162816456,-1029949.5077441644,430.11320784476527,551.6844490213566,C1(CCCC)CCCCC1,,,C1(CCCCC1)C=CCC,[HH],,10,0,0,1,0,0,1,0,0,0,A
128,C1(CCCC)CCCCC1>>C1(CC=CC)CCCCC1.[HH],Dehydrogenation,80.11885776957467,116.67897952301428,122.62324921495758,-1030072.162816456,-1029955.483836933,430.11320784476527,552.7364570597229,C1(CCCC)CCCCC1,,,C1(CC=CC)CCCCC1,[HH],,10,0,0,1,0,0,1,0,0,0,A
129,C1(CCCC)CCCCC1>>C(=C)CCC1CCCCC1.[HH],Dehydrogenation,92.41235318551475,127.63757605839055,118.14597643090997,-1030072.162816456,-1029944.5252403977,430.11320784476527,548.2591842756752,C1(CCCC)CCCCC1,,,C(=C)CCC1CCCCC1,[HH],,10,0,0,1,0,0,1,0,0,0,A
130,C1(CCCC)CCCCC1>>C1(CCCC)C=CCCC1.[HH],Dehydrogenation,81.8446131907777,120.82084328262135,130.72691628993346,-1030072.162816456,-1029951.3419731734,430.11320784476527,560.8401241346987,C1(CCCC)CCCCC1,,,C1(CCCC)C=CCCC1,[HH],,10,0,0,1,0,0,1,0,1,0,A
131,C1(CCCC)CCCCC1>>C1(CCCC)CCC=CC1.[HH],Dehydrogenation,77.39458191949878,116.31133939197753,130.52744414717006,-1030072.162816456,-1029955.8514770641,430.11320784476527,560.6406519919353,C1(CCCC)CCCCC1,,,C1(CCCC)CCC=CC1,[HH],,10,0,0,1,0,0,1,0,1,0,A
132,C1(CCCC)CCCCC1.[HH]>>C1(CCCCC1)C.C(C)C,Hydrogenolysis,-51.369562642342494,-37.19714178296272,47.53453248156893,-1033127.671705206,-1033164.868846989,560.7932078447652,608.3277403263342,C1(CCCC)CCCCC1,[HH],,C1(CCCCC1)C,C(C)C,,10,0,0,1,0,0,1,0,0,0,D
133,C1(CCCC)CCCCC1.[HH]>>C1(CC)CCCCC1.CC,Hydrogenolysis,-44.9711386292851,-34.25783416535705,35.93259924175095,-1033127.671705206,-1033161.9295393714,560.7932078447652,596.7258070865162,C1(CCCC)CCCCC1,[HH],,C1(CC)CCCCC1,CC,,10,0,0,1,0,0,1,0,0,0,D
134,C1(CCCC)CCCCC1.[HH]>>C1(CCCCC1)CCC.C,Hydrogenolysis,-57.07702746517279,-50.212817223742604,23.022673960859265,-1033127.671705206,-1033177.8845224298,560.7932078447652,583.8158818056245,C1(CCCC)CCCCC1,[HH],,C1(CCCCC1)CCC,C,,10,0,0,1,0,0,1,0,0,0,D
135,C(=CC=CCCCCC)C>>C(=CC=CC=CCCC)C.[HH],Dehydrogenation,66.84359406314614,100.6219797716476,113.29326080329184,-1026831.2945307584,-1026730.6725509868,477.78127538970415,591.074536192996,C(=CC=CCCCCC)C,,,C(=CC=CC=CCCC)C,[HH],,10,2,0,0,0,0,0,0,0,0,A
136,C(=CC=CCCCCC)C>>C(=CC=CCC=CCC)C.[HH],Dehydrogenation,79.1313978424839,114.2404054866638,117.75618864390373,-1026831.2945307584,-1026717.0541252717,477.78127538970415,595.5374640336079,C(=CC=CCCCCC)C,,,C(=CC=CCC=CCC)C,[HH],,10,2,0,0,0,0,0,0,0,0,A
137,C(=CC=CCCCCC)C>>C(=CC=CCCC=CC)C.[HH],Dehydrogenation,80.15113546720143,113.81855229486246,112.92106935321493,-1026831.2945307584,-1026717.4759784635,477.78127538970415,590.7023447429191,C(=CC=CCCCCC)C,,,C(=CC=CCCC=CC)C,[HH],,10,2,0,0,0,0,0,0,0,0,A
138,C(=CC=CCCCCC)C>>C(=C)CCCC=CC=CC.[HH],Dehydrogenation,84.05811834806005,117.5153150584083,112.2159876248474,-1026831.2945307584,-1026713.7792157,477.78127538970415,589.9972630145515,C(=CC=CCCCCC)C,,,C(=C)CCCC=CC=CC,[HH],,10,2,0,0,0,0,0,0,0,0,A
139,C(=CC=CCCCCC)C.[HH]>>C(=C)C=CCCCCC.C,Hydrogenolysis,-47.262794576049444,-41.972255560569465,17.744554806238398,-1029886.8034195084,-1029928.775675069,608.4612753897042,626.2058301959426,C(=CC=CCCCCC)C,[HH],,C(=C)C=CCCCCC,C,,10,2,0,0,0,0,0,0,0,0,D
140,C(=CC=CCCCCC)C.[HH]>>C(=C)C.C(=C)CCCCC,Hydrogenolysis,-18.072683855522364,-4.289060193812475,46.2305002908264,-1029886.8034195084,-1029891.0924797022,608.4612753897042,654.6917756805306,C(=CC=CCCCCC)C,[HH],,C(=C)C,C(=C)CCCCC,,10,2,0,0,0,0,0,0,0,0,D
141,C(=CC=CCCCCC)C.[HH]>>C(=C)C=CC.C(CCC)C,Hydrogenolysis,-49.50107078299726,-35.41054511477705,47.25985466449845,-1029886.8034195084,-1029922.2139646232,608.4612753897042,655.7211300542026,C(=CC=CCCCCC)C,[HH],,C(=C)C=CC,C(CCC)C,,10,2,0,0,0,0,0,0,0,0,D
142,C(=CC=CCCCCC)C.[HH]>>C(=CC=CC)C.C(CC)C,Hydrogenolysis,-59.43741376025915,-44.238044119789265,50.97893557092027,-1029886.8034195084,-1029931.0414636282,608.4612753897042,659.4402109606244,C(=CC=CCCCCC)C,[HH],,C(=CC=CC)C,C(CC)C,,10,2,0,0,0,0,0,0,0,0,D
143,C(=CC=CCCCCC)C.[HH]>>C(=CC=CCC)C.C(C)C,Hydrogenolysis,-55.53143056271295,-41.937835702323355,45.59314056813548,-1029886.8034195084,-1029928.7412552107,608.4612753897042,654.0544159578396,C(=CC=CCCCCC)C,[HH],,C(=CC=CCC)C,C(C)C,,10,2,0,0,0,0,0,0,0,0,D
144,C(=CC=CCCCCC)C.[HH]>>C(=CC=CCCC)C.CC,Hydrogenolysis,-49.0456009927064,-38.87928344903048,34.09799612167001,-1029886.8034195084,-1029925.6827029574,608.4612753897042,642.5592715113742,C(=CC=CCCCCC)C,[HH],,C(=CC=CCCC)C,CC,,10,2,0,0,0,0,0,0,0,0,D
145,C(=CC=CCCCCC)C.[HH]>>C(=CC=CCCCC)C.C,Hydrogenolysis,-59.30901483933832,-54.916377807967365,14.732976794804472,-1029886.8034195084,-1029941.7197973164,608.4612753897042,623.1942521845086,C(=CC=CCCCCC)C,[HH],,C(=CC=CCCCC)C,C,,10,2,0,0,0,0,0,0,0,0,D
146,C(=CC=CCCCCC)C.[HH]>>C(=CCCCCC)CCC,Hydrogenation,-56.6682529157908,-97.19106221548282,-135.91416837059205,-1029886.8034195084,-1029983.9944817239,608.4612753897042,472.5471070191121,C(=CC=CCCCCC)C,[HH],,C(=CCCCCC)CCC,,,10,2,0,0,0,0,0,0,0,0,D
147,C(=CC=CCCCCC)C.[HH]>>C(=CCCCCCCC)C,Hydrogenation,-55.900366280944525,-95.50741820130497,-132.842703070134,-1029886.8034195084,-1029982.3108377097,608.4612753897042,475.61857231957015,C(=CC=CCCCCC)C,[HH],,C(=CCCCCCCC)C,,,10,2,0,0,0,0,0,0,0,0,D
148,C(=CC=CCCCCC)C>>C1(=CC=CCC1CCC)C.[HH],CyclizationA,-0.21090081411688288,25.448836708441377,86.06318136024908,-1026831.2945307584,-1026805.84569405,477.78127538970415,563.8444567499532,C(=CC=CCCCCC)C,,,C1(=CC=CCC1CCC)C,[HH],,10,2,0,0,0,0,0,0,0,0,C
149,C(=CC=CCCCCC)C>>C1=CC(=CC)C(CC)CC1.[HH],CyclizationA,4.994476102419771,24.57845857378561,65.68499906545645,-1026831.2945307584,-1026806.7160721846,477.78127538970415,543.4662744551606,C(=CC=CCCCCC)C,,,C1=CC(=CC)C(CC)CC1,[HH],,10,2,0,0,0,0,0,0,0,0,C
150,C(=CC=CCCCCC)C>>C1(=CCCCC1C)C=CC.[HH],CyclizationA,14.95418382738589,34.67576437362004,66.14650526994518,-1026831.2945307584,-1026796.6187663848,477.78127538970415,543.9277806596493,C(=CC=CCCCCC)C,,,C1(=CCCCC1C)C=CC,[HH],,10,2,0,0,0,0,0,0,0,0,C
151,C(=CC=CCCCCC)C>>C1(=CC=CC)CCCCC1.[HH],CyclizationA,14.818731107662817,36.56138250709046,72.92521012720994,-1026831.2945307584,-1026794.7331482513,477.78127538970415,550.7064855169141,C(=CC=CCCCCC)C,,,C1(=CC=CC)CCCCC1,[HH],,10,2,0,0,0,0,0,0,0,0,C
152,C(=CC=CCCCCC)C>>C1(C=CC=CC1)CCCC.[HH],CyclizationA,19.510596731674415,45.035575671703555,85.61119885973216,-1026831.2945307584,-1026786.2589550867,477.78127538970415,563.3924742494363,C(=CC=CCCCCC)C,,,C1(C=CC=CC1)CCCC,[HH],,10,2,0,0,0,0,0,0,0,0,C
153,C(=CCC=CCCCC)C>>C(=CCC=CC=CCC)C.[HH],Dehydrogenation,63.95512835031133,99.56235738482792,119.42723137520238,-1026817.0062999376,-1026717.4439425528,474.3049255802123,593.7321569554147,C(=CCC=CCCCC)C,,,C(=CCC=CC=CCC)C,[HH],,10,2,0,0,0,0,0,0,0,0,B
154,C(=CCC=CCCCC)C>>C(=CCC=CCC=CC)C.[HH],Dehydrogenation,79.78599217576078,117.47581025247928,126.41226924943317,-1026817.0062999376,-1026699.5304896851,474.3049255802123,600.7171948296455,C(=CCC=CCCCC)C,,,C(=CCC=CCC=CC)C,[HH],,10,2,0,0,0,0,0,0,0,0,A
155,C(=CCC=CCCCC)C>>C(=C)CCC=CCC=CC.[HH],Dehydrogenation,89.44807205273844,125.93979111872613,122.3938254770676,-1026817.0062999376,-1026691.0665088189,474.3049255802123,596.6987510572799,C(=CCC=CCCCC)C,,,C(=C)CCC=CCC=CC,[HH],,10,2,0,0,0,0,0,0,0,0,A
156,C(=CCC=CCCCC)C.[HH]>>C(=C)CC=CCCCC.C,Hydrogenolysis,-49.77031583135664,-41.45507084217388,27.88946835211391,-1029872.5151886876,-1029913.9702595298,604.9849255802123,632.8743939323263,C(=CCC=CCCCC)C,[HH],,C(=C)CC=CCCCC,C,,10,2,0,0,0,0,0,0,0,0,D
157,C(=CCC=CCCCC)C.[HH]>>C(=C)C.C(=CCCCC)C,Hydrogenolysis,-48.98191796556658,-32.56692334392574,55.05616173617591,-1029872.5151886876,-1029905.0821120315,604.9849255802123,660.0410873163883,C(=CCC=CCCCC)C,[HH],,C(=C)C,C(=CCCCC)C,,10,2,0,0,0,0,0,0,0,0,D
158,C(=CCC=CCCCC)C.[HH]>>C(=CC)C.C(=C)CCCC,Hydrogenolysis,-48.48814825107963,-32.32145700417459,54.223348136525374,-1029872.5151886876,-1029904.8366456918,604.9849255802123,659.2082737167377,C(=CCC=CCCCC)C,[HH],,C(=CC)C,C(=C)CCCC,,10,2,0,0,0,0,0,0,0,0,D
159,C(=CCC=CCCCC)C.[HH]>>C(=C)CC=CC.C(CC)C,Hydrogenolysis,-47.1520159120215,-29.820768254459836,58.12928947698026,-1029872.5151886876,-1029902.335956942,604.9849255802123,663.1142150571926,C(=CCC=CCCCC)C,[HH],,C(=C)CC=CC,C(CC)C,,10,2,0,0,0,0,0,0,0,0,D
160,C(=CCC=CCCCC)C.[HH]>>C(=CCC=CC)C.C(C)C,Hydrogenolysis,-53.55650965858369,-39.23896268371027,48.021287858035976,-1029872.5151886876,-1029911.7541513713,604.9849255802123,653.0062134382483,C(=CCC=CCCCC)C,[HH],,C(=CCC=CC)C,C(C)C,,10,2,0,0,0,0,0,0,0,0,D
161,C(=CCC=CCCCC)C.[HH]>>C(=CCC=CCC)C.CC,Hydrogenolysis,-46.48102654170684,-35.7338184947148,36.04631241654215,-1029872.5151886876,-1029908.2490071823,604.9849255802123,641.0312379967545,C(=CCC=CCCCC)C,[HH],,C(=CCC=CCC)C,CC,,10,2,0,0,0,0,0,0,0,0,D
162,C(=CCC=CCCCC)C.[HH]>>C(=CCC=CCCC)C.C,Hydrogenolysis,-57.67640699037603,-49.355834253365174,27.907337705889177,-1029872.5151886876,-1029921.871022941,604.9849255802123,632.8922632861015,C(=CCC=CCCCC)C,[HH],,C(=CCC=CCCC)C,C,,10,2,0,0,0,0,0,0,0,0,D
163,C(=CCC=CCCCC)C.[HH]>>C(=CCCCC)CCCC,Hydrogenation,-68.86504903655535,-105.69207206368446,-123.51844047334941,-1029872.5151886876,-1029978.2072607513,604.9849255802123,481.46648510686293,C(=CCC=CCCCC)C,[HH],,C(=CCCCC)CCCC,,,10,2,0,0,0,0,0,0,0,0,D
